,latitude,longitude,number_intersections,value
53,29.61229281,-95.37687855,2,0.00074
54,29.80819072,-95.38755187,2,0.00064125
55,29.723579700000002,-95.5452656,6,0.0010550000000000002
56,29.70712465,-95.51845325,6,0.0007192857143
57,29.60762256,-95.3165408,2,0.0011125
58,29.78703199,-95.30658050000001,2,0.0012814999999999999
59,29.72297925,-95.41006911,9,0.0011371428569999999
60,29.79158823,-95.48175138,2,0.0004566666667
61,29.79025326,-95.4701762,3,0.0005472916667000001
62,29.70086714,-95.27404073,2,0.00079
63,29.71792456,-95.27835233,8,0.00201625
64,29.72049283,-95.52923047,3,0.000935
65,29.761455100000003,-95.40887233,10,0.0015550000000000002
66,29.71823395,-95.26604076,2,0.003307083333
67,29.71995938,-95.25991274,2,0.0009677644231
68,29.73689862,-95.25736297,2,0.0008730000000000001
69,29.61454881,-95.34094011,2,0.0004905555556
70,29.71102172,-95.41341187,2,0.000572
71,29.79723995,-95.46855806,4,0.0009550000000000001
72,29.81120658,-95.39604135,2,0.000925
73,29.620901399999997,-95.31594549,2,0.001533333333
74,29.74603861,-95.26474462,2,0.00447
75,29.60886268,-95.37105807,2,0.0007099444443999999
76,29.71463084,-95.52562753,2,0.0010689999999999999
77,29.80808951,-95.39499152,2,0.000606
78,29.70280428,-95.27818363,4,0.00206625
79,29.781541999999998,-95.34469253,2,0.0009733333333
80,29.759180199999996,-95.25584647,2,0.0007701851852
81,29.71785218,-95.53132754,3,0.000886875
82,29.60138966,-95.36679000000001,2,0.0006575595238000001
83,29.60631788,-95.35476835,2,0.0008
84,29.76825667,-95.37942650000001,2,0.001144552083
85,29.60103034,-95.30712999,2,0.0011205
86,29.75159031,-95.44571459999999,2,0.0006326666667
87,29.70973658,-95.51694483,2,0.00088
88,29.780149199999997,-95.30245299,2,0.0008960000000000001
89,29.79319865,-95.32984544,10,0.00113375
90,29.7733402,-95.37588251,2,0.001116458333
91,29.777446299999998,-95.38296122,12,0.0034875
92,29.76978742,-95.39729121,11,0.0013762367370000002
93,29.80820865,-95.38200113,6,0.00213
94,29.78079167,-95.34394893,2,0.000904
95,29.79881163,-95.32951964,6,0.001286666667
96,29.69016547,-95.50214066,6,0.001258
97,29.78025166,-95.34754964,2,0.0009879924242
98,29.719220299999996,-95.26144829,2,0.00118
99,29.60428436,-95.29972112,2,0.0012075
100,29.7502482,-95.25561147,2,0.0006927272727
101,29.77189516,-95.43168333,2,0.0007025
102,29.79951237,-95.34034478,8,0.00201
103,29.69837746,-95.50336162,2,0.0007185714286000001
104,29.69916007,-95.52581571,2,0.00047000000000000004
105,29.60101408,-95.30971011,2,0.001134208333
106,29.70794417,-95.40968364,6,0.00054
107,29.72219881,-95.55521018,5,0.001319583333
108,29.78153704,-95.29194656,2,0.0017024999999999998
109,29.71626687,-95.27697269,10,0.00076625
110,29.75768959,-95.41559905,2,0.0009857916667
111,29.69830447,-95.49806485,2,0.0006753333333
112,29.79536138,-95.33821687,8,0.001255333333
113,29.793721,-95.34436553,3,0.001795446429
114,29.60267746,-95.36807501,2,0.0006022797049
115,29.77146342,-95.38966351,14,0.001032071429
116,29.72066338,-95.40635945,2,0.0006175
117,29.59991323,-95.35906442,2,0.0007157142857
118,29.70937788,-95.40436252,10,0.0004885
119,29.60057152,-95.33443426,2,0.00161
120,29.72516283,-95.54220563,2,0.00058
121,29.78359046,-95.30244352,2,0.0010585
122,29.74869943,-95.42421089,4,0.0007726041667
123,29.80182658,-95.34078767,12,0.00232
124,29.71162995,-95.52202312,6,0.0007945454545
125,29.7679772,-95.38274401,4,0.001226149425
126,29.60155197,-95.37707816,2,0.0007422619047999999
127,29.80887338,-95.40339869,2,0.0005383333332999999
128,29.71614011,-95.52828362,3,0.0006625
129,29.7658632,-95.37714251,2,0.0011474999999999999
130,29.61672115,-95.33754225,2,0.0008164236111
131,29.61622568,-95.31190495,2,0.0007722727273
132,29.71620996,-95.27962427,12,0.001343
133,29.74093639,-95.2590606,2,0.0007615
134,29.76738419,-95.42040744,2,0.0008760555556000001
135,29.70387012,-95.51391995,12,0.00257
136,29.7677532,-95.42180102,2,0.00118375
137,29.715053,-95.41187254,5,0.0009431666667000001
138,29.78676175,-95.2949564,3,0.001085
139,29.720412899999996,-95.28152019,2,0.0007385714286
140,29.72019782,-95.28100382,2,0.0008925000000000001
141,29.80438006,-95.40565651,4,0.0008407692307999999
142,29.75310895,-95.41796497,6,0.00149
143,29.80844168,-95.34750348,2,0.001018125
144,29.80867224,-95.40373124,2,0.0005840625
145,29.69496321,-95.27772608,2,0.00108625
146,29.70405285,-95.53136825,9,0.00040166666669999996
147,29.73683256,-95.24202751,2,0.0006606666667000001
148,29.73249266,-95.233536,3,0.001087678571
149,29.80843236,-95.40625907,2,0.000725
150,29.78538868,-95.3419306,9,0.00125875
151,29.73912985,-95.26317574,5,0.001009166667
152,29.80112197,-95.33934285,11,0.00157
153,29.76862019,-95.41058501,5,0.001550909091
154,29.70150797,-95.49712845,2,0.00067
155,29.607941200000003,-95.37419991,2,0.0006371428571000001
156,29.69438856,-95.26399298,3,0.0010550000000000002
157,29.71334409,-95.41112265,3,0.0004675
158,29.71860579,-95.25726634,2,0.001084166667
159,29.74869156,-95.43653805,2,0.0005554166667000001
160,29.69383511,-95.53562009999999,4,0.000455
161,29.80028907,-95.32742099,6,0.001477652778
162,29.71844628,-95.26352033,2,0.00215
163,29.72008608,-95.40391517,2,0.0007166666667
164,29.69253013,-95.27352415,2,0.0005783333332999999
165,29.77442262,-95.37897195,6,0.0011419230770000001
166,29.750718100000004,-95.43736443,2,0.0006415178571
167,29.80815079,-95.39098149,2,0.0006937777777999999
168,29.78290232,-95.30397555,2,0.001346666667
169,29.7452725,-95.23793819,2,0.00045999999999999996
170,29.73355544,-95.23409895,3,0.00079
171,29.60774973,-95.34268783,2,0.00112
172,29.73319618,-95.24204033,5,0.000915
173,29.73603786,-95.24687082,2,0.00075
174,29.78724848,-95.34328453,2,0.0010033333329999999
175,29.72310199,-95.41815161,7,0.001399243902
176,29.7531973,-95.43879006,2,0.00058575
177,29.70363866,-95.49328524,6,0.001276458333
178,29.61224925,-95.36615076,2,0.00066375
179,29.742305699999996,-95.24026747,2,0.000840625
180,29.77292473,-95.38004996,7,0.001
181,29.70164469,-95.41410201,2,0.0004190416667
182,29.71707683,-95.53503859,2,0.0005744642857
183,29.70550006,-95.27402208,2,0.00374125
184,29.81206084,-95.40237053,3,0.0008349999999999999
185,29.78785355,-95.29174505,6,0.001634166667
186,29.81316327,-95.38850451,3,0.001032
187,29.74483452,-95.44191215,3,0.000965
188,29.60539835,-95.36126562,2,0.0007427777777999999
189,29.60065069,-95.36623018,3,0.000712
190,29.72206577,-95.4185353,3,0.001304166667
191,29.737474100000004,-95.25771006,2,0.0008466666667
192,29.786341600000004,-95.34277239,2,0.001024666667
193,29.70282447,-95.49273147,5,0.001294166667
194,29.70621192,-95.41222355,6,0.001092
195,29.60732104,-95.31144519,2,0.0007425
196,29.71728232,-95.52866899,3,0.0006951190476
197,29.71287324,-95.27609088,10,0.001313333333
198,29.80090052,-95.34631757,2,0.0016300000000000002
199,29.7586885,-95.23356506,2,0.000763125
200,29.69697244,-95.50301858,2,0.000665
201,29.76859862,-95.4201724,2,0.0008694907407
202,29.78940468,-95.48306071,2,0.0005109457672
203,29.74826135,-95.42288918,2,0.0006747058824
204,29.73640577,-95.25863577,2,0.000892
205,29.80688668,-95.40779714,3,0.0008141666667000001
206,29.80283315,-95.48034955,2,0.0008300000000000001
207,29.72897848,-95.5489896,6,0.00128
208,29.78865589,-95.46975006,6,0.0006133333333
209,29.78355983,-95.29410872,2,0.00141
210,29.72037666,-95.28326473,2,0.0008741269841
211,29.73898543,-95.2475598,2,0.0006413333332999999
212,29.743803399999997,-95.44577737,3,0.0008781875
213,29.8004226,-95.48072106,2,0.0005721356894
214,29.72022675,-95.27972665,4,0.0009775
215,29.69309112,-95.50185199,2,0.000674
216,29.68699266,-95.50835413,6,0.0013985
217,29.69908043,-95.49705433,2,0.0006295833333
218,29.77618881,-95.39441027,6,0.001904375
219,29.74510449,-95.25521362,2,0.000654375
220,29.80507752,-95.3914355,2,0.00057
221,29.80713247,-95.39594983,2,0.0005222222222
222,29.69475242,-95.27307182,2,0.00057
223,29.59819752,-95.37994116,2,0.002055
224,29.74843105,-95.43857058,2,0.00058875
225,29.74735416,-95.43492722,2,0.00107
226,29.60604575,-95.31782611,2,0.0009433333333
227,29.77289855,-95.38797369,12,0.00114775
228,29.61653789,-95.33103234,2,0.0006306666667000001
229,29.71236791,-95.40619454,3,0.0005
230,29.72855518,-95.54729705,6,0.00083875
231,29.78656971,-95.29906499,2,0.001048958333
232,29.71150723,-95.51360426,2,0.0008640000000000001
233,29.80894445,-95.39319251,2,0.0006428571428999999
234,29.80893025,-95.39429749,2,0.0005789285714
235,29.76777239,-95.39222321,9,0.00119
236,29.73604654,-95.24816405,2,0.0007841666667000001
237,29.71642427,-95.28318399999999,4,0.00100375
238,29.73604463,-95.24871014,2,0.0008870833332999999
239,29.79748232,-95.3389132,2,0.001617481061
240,29.75042326,-95.42314345,2,0.00078
241,29.60589394,-95.36993144,2,0.00053375
242,29.79477965,-95.47714622,6,0.0005786363636
243,29.80203762,-95.47105511,3,0.0005474999999999999
244,29.7732837,-95.38145801,7,0.0011325999999999999
245,29.75903528,-95.41053295,9,0.00148
246,29.75143377,-95.43060754,2,0.0007753214286
247,29.77222868,-95.37586384,2,0.001048636364
248,29.72082923,-95.40833788,3,0.0007434999999999999
249,29.60591715,-95.35967099999999,2,0.0008349999999999999
250,29.69727845,-95.52687409999999,2,0.000521
251,29.80893868,-95.40676121,2,0.0006225
252,29.70523341,-95.53799798,6,0.001312625
253,29.74344168,-95.26499063,2,0.002463
254,29.78051742,-95.34840759999999,2,0.0008349999999999999
255,29.70382679,-95.49303256,6,0.00123
256,29.72409674,-95.54873223,6,0.0008900000000000001
257,29.69516018,-95.50021304,2,0.0006075241546
258,29.78843129,-95.47127447,2,0.0005561111111
259,29.71753169,-95.53515904,3,0.0007441666667000001
260,29.700356099999997,-95.49582978,2,0.00078475
261,29.81145716,-95.3916415,5,0.000827875
262,29.60020722,-95.36795889,4,0.00095009375
263,29.74133064,-95.24543115,2,0.00058
264,29.79572084,-95.33501455,2,0.0009671428571
265,29.72739068,-95.54046505,6,0.0008699999999999999
266,29.71793205,-95.52660246,3,0.001098990661
267,29.765036300000002,-95.26550685,2,0.0053152
268,29.76782001,-95.37745633,2,0.001208333333
269,29.69431799,-95.52588825,6,0.001087708333
270,29.80777767,-95.38489979,2,0.0006792307692000001
271,29.8052842,-95.39109735,2,0.0006675
272,29.69911597,-95.27535076,2,0.00061875
273,29.69867701,-95.53789413,4,0.0007599999999999999
274,29.71850258,-95.41401738,3,0.000605
275,29.72054208,-95.26479676,2,0.001616
276,29.693546299999998,-95.49548814,8,0.00112
277,29.61216964,-95.34692059,2,0.000662
278,29.72653584,-95.55400209,4,0.0007376666667000001
279,29.69579188,-95.27414961,2,0.00062
280,29.803711699999997,-95.39921751,10,0.001096666667
281,29.70767141,-95.25736935,2,0.003453333333
282,29.78862715,-95.47026676,6,0.0005978125
283,29.69839274,-95.49500522,2,0.000669040404
284,29.80961915,-95.39126759999999,2,0.0007053333333
285,29.7162322,-95.52156832,6,0.0006116666667000001
286,29.60158001,-95.29889275,2,0.001494166667
287,29.71007055,-95.52132626,6,0.001558333333
288,29.73430681,-95.25905365,2,0.001366666667
289,29.75107328,-95.4184291,7,0.001575
290,29.59832334,-95.38316932,2,0.001214
291,29.805488699999998,-95.39069151,3,0.0006274756944
292,29.762761199999996,-95.42440002,7,0.0011625
293,29.73466553,-95.26567745,2,0.002856666667
294,29.78055437,-95.34468456,2,0.00095
295,29.80779315,-95.38199262,6,0.00166475
296,29.69691206,-95.26636384,3,0.0010199999999999999
297,29.60124718,-95.29992149,2,0.00125125
298,29.74218042,-95.26353253,2,0.000939527417
299,29.69912936,-95.52498301,2,0.00043799999999999997
300,29.72754368,-95.55286805,2,0.0007222105262999999
301,29.78440968,-95.34037539,9,0.002014583333
302,29.68942879,-95.53304785,8,0.001053333333
303,29.7372522,-95.25878355,2,0.0008305
304,29.77292258,-95.38059545,7,0.00099
305,29.79375966,-95.3287177,6,0.0008816666667
306,29.72558203,-95.41079324,6,0.0013065625
307,29.78352307,-95.29669670000001,2,0.001170238095
308,29.74340775,-95.23387613,4,0.000684
309,29.69997363,-95.53614658,2,0.00035499999999999996
310,29.80622021,-95.40147551,4,0.0006085
311,29.74074136,-95.24634367,2,0.0005977678571
312,29.68526209,-95.27425494,3,0.000715620155
313,29.73700759,-95.25933887,2,0.0008905555556
314,29.81261772,-95.40290458,2,0.001723333333
315,29.6088083,-95.37480691,2,0.0007511111111
316,29.78427545,-95.30398657,2,0.001168666667
317,29.59955031,-95.35970613,2,0.000981875
318,29.80490751,-95.40443540000001,4,0.000722
319,29.80536179,-95.38353457,6,0.0007277777777999998
320,29.74295317,-95.43786850000001,2,0.0006
321,29.79140421,-95.340657,8,0.00175
322,29.74286662,-95.25202244,2,0.00064
323,29.75370268,-95.42023989,6,0.000642
324,29.74560935,-95.43875234,2,0.00065
325,29.6998376,-95.52801725,2,0.0003978947368
326,29.60778399,-95.35191135,2,0.0009425000000000001
327,29.72328972,-95.40341606,2,0.0006810714286000001
328,29.72513376,-95.54061401,3,0.000705
329,29.81391701,-95.38634837,2,0.002285
330,29.78560926,-95.29520809999998,2,0.0009525462962999999
331,29.80020327,-95.33499662,2,0.001120833333
332,29.74257922,-95.41878661,10,0.0020475000000000003
333,29.60152687,-95.37772726,2,0.00077875
334,29.74895109,-95.4229392,2,0.0008958333333
335,29.61656394,-95.33676882,2,0.0007099999999999999
336,29.715071999999996,-95.41568888,5,0.0008977777777999999
337,29.80312274,-95.3414325,12,0.0015175
338,29.71581677,-95.4166642,5,0.000691
339,29.70622962,-95.26502252,2,0.000825
340,29.7751126,-95.38061346,10,0.001323
341,29.79413562,-95.33841046,8,0.001501666667
342,29.80813825,-95.39208349,2,0.0006799999999999999
343,29.78903739,-95.34110717,2,0.0013570000000000001
344,29.69920176,-95.49299108,2,0.0012315
345,29.61407851,-95.38363294,4,0.001605625
346,29.79781057,-95.47976595,2,0.0004333333333
347,29.69573741,-95.27747773,2,0.0010925000000000002
348,29.71770537,-95.41125874,4,0.001134583333
349,29.80693867,-95.3423036,3,0.001194222222
350,29.78485412,-95.30114171,2,0.001236071429
351,29.79752864,-95.33127457,2,0.0008639868421
352,29.73978179,-95.24704028,2,0.0006069166667000001
353,29.61557572,-95.31216314,2,0.0007847619047999999
354,29.69540566,-95.49702028,4,0.0006415
355,29.81097965,-95.40678752,2,0.0008131159812
356,29.72575472,-95.41279884,5,0.0015725
357,29.60531554,-95.36785497,2,0.0007783333333
358,29.7787781,-95.43898209,2,0.00396
359,29.71906276,-95.41574188,2,0.0006051666667000001
360,29.70327439,-95.52194899,6,0.0004718333333
361,29.61652361,-95.3283925,2,0.00084
362,29.81152954,-95.38589732,2,0.0007823333333
363,29.60222316,-95.35135047,2,0.0008300000000000001
364,29.73546151,-95.25614991,2,0.0007990909090999999
365,29.81246933,-95.41170639,7,0.0019057142860000001
366,29.8072989,-95.39206353,2,0.0007051724137999999
367,29.61219174,-95.35259752,2,0.00091
368,29.600046999999996,-95.35358456,6,0.00134375
369,29.7594419,-95.40985607,14,0.0011928571430000002
370,29.74212764,-95.43797394,2,0.0006939509803999999
371,29.74427471,-95.24348377,2,0.0006189393939
372,29.70023942,-95.41227963,5,0.0004438009259
373,29.73925583,-95.24023441,2,0.0008659259259
374,29.76765397,-95.38134392,4,0.001193333333
375,29.773238199999998,-95.45572646,14,0.0023
376,29.692957,-95.49709576,4,0.00121875
377,29.79688821,-95.32740899,2,0.001155641353
378,29.765337199999998,-95.40974544,4,0.00135
379,29.80389854,-95.40390551,6,0.001201125
380,29.79781254,-95.48378873,2,0.0005771354167
381,29.61713657,-95.31394335,2,0.0007427606838
382,29.70138285,-95.53691171,2,0.0004141666667
383,29.766229100000004,-95.37796394,2,0.0010019999999999999
384,29.75099115,-95.42931982,2,0.0007160000000000001
385,29.74192953,-95.25790506,2,0.0006452462121
386,29.60729212,-95.36946267,2,0.0007008333332999999
387,29.79395962,-95.33473074,6,0.00108
388,29.60529929,-95.35142275,2,0.00078
389,29.79261768,-95.48013842,2,0.00037
390,29.75322731,-95.43827503,2,0.000655047619
391,29.68210014,-95.27149027,2,0.0006630555556000001
392,29.7152613,-95.52101397,4,0.0005785064935
393,29.7667805,-95.41074371,4,0.0009741176471
394,29.70086266,-95.27569670000001,3,0.000705
395,29.7897277,-95.47507206,2,0.00067
396,29.61364687,-95.34094569,2,0.0004797569444
397,29.70434706,-95.40687252,12,0.001025
398,29.72319832,-95.39980033,6,0.00082625
399,29.79867168,-95.33928653,4,0.0020125
400,29.78209882,-95.29325664,2,0.00123875
401,29.71177232,-95.41666703,2,0.00041500000000000006
402,29.74647419,-95.44427302,3,0.0014199999999999998
403,29.7376735,-95.24670098,2,0.000662
404,29.71722574,-95.25515313,2,0.0008349999999999999
405,29.60782377,-95.35654862,2,0.0009599999999999999
406,29.71826896,-95.41746781,3,0.0008849999999999999
407,29.6165428,-95.33160773,2,0.000681
408,29.72000473,-95.41275115,3,0.0010475
409,29.80921055,-95.38992226,2,0.0009699999999999999
410,29.80028317,-95.34193648,12,0.001565059524
411,29.6155788,-95.31268235,2,0.000826
412,29.73244904,-95.23973166,3,0.0010489285709999999
413,29.69339873,-95.27483145,2,0.0006308333332999999
414,29.72201889,-95.40850502,5,0.0006
415,29.73752778,-95.25608747,2,0.00084
416,29.72382155,-95.54560012,6,0.00101125
417,29.70171802,-95.5240738,2,0.0005001875
418,29.62087957,-95.30989077,2,0.001475
419,29.70418074,-95.41475485,4,0.0005175
420,29.750822499999998,-95.42830661,2,0.0008
421,29.75195156,-95.25660054,2,0.0006815705128
422,29.79283575,-95.47562669,6,0.001125
423,29.74983007,-95.26507159999998,2,0.0041600000000000005
424,29.80905473,-95.38525252,3,0.000831
425,29.80204206,-95.47531261,6,0.00108375
426,29.73633914,-95.26018204,2,0.0009693333333
427,29.71723411,-95.25463656,2,0.0007869642857
428,29.73826903,-95.25268806,2,0.0007166666667
429,29.79091927,-95.47560145,2,0.0010630000000000001
430,29.70618805,-95.27311738,2,0.0036142857140000002
431,29.78565939,-95.2925626,6,0.001473333333
432,29.78565321,-95.30554702,2,0.001263333333
433,29.60597189,-95.37963197,2,0.000692
434,29.79848641,-95.3258333,4,0.000831
435,29.72667803,-95.26689797,2,0.00473
436,29.81119003,-95.39753538,3,0.0009550000000000001
437,29.72220173,-95.41065688,8,0.0008525000000000001
438,29.74573056,-95.24216437,2,0.0005066666667
439,29.62094523,-95.32887351,2,0.000735
440,29.71833631,-95.26429987,2,0.002037142857
441,29.6919706,-95.268917,2,0.0005933333332999999
442,29.739595,-95.25196598,2,0.000734
443,29.69398865,-95.53739167,4,0.0009633333332999999
444,29.60712073,-95.35543754,2,0.00105
445,29.81219051,-95.39861943,3,0.001004
446,29.60779739,-95.35311975,2,0.001056666667
447,29.78427021,-95.30243851,2,0.001018571429
448,29.80038758,-95.47309435,2,0.00048666666669999997
449,29.77141254,-95.38917348,12,0.001046071429
450,29.70229819,-95.41072828,6,0.00057
451,29.71631081,-95.2617944,2,0.001063770833
452,29.78221296,-95.30347103,2,0.001366875
453,29.69085283,-95.27273177,2,0.0005833333332999999
454,29.78516666,-95.48481284,8,0.001816666667
455,29.68738092,-95.27674235,9,0.0009085000000000001
456,29.78633858,-95.30396850000001,2,0.0013205456349999999
457,29.78681251,-95.34195635,2,0.001346666667
458,29.79685668,-95.33488467,2,0.001059333333
459,29.60948482,-95.37966701,2,0.00075
460,29.71881277,-95.41848227,3,0.0015125
461,29.60509755,-95.36718501,2,0.00075125
462,29.81038462,-95.41283287,5,0.00183875
463,29.748755300000003,-95.26461813,2,0.0038399999999999997
464,29.77120508,-95.385856,2,0.00119625
465,29.60775759,-95.34915482,2,0.00093
466,29.78141839,-95.30116774,2,0.001324553571
467,29.78151708,-95.34661707,2,0.000972020202
468,29.60552892,-95.37592336,2,0.00061
469,29.79530434,-95.34408198,3,0.001303333333
470,29.60473445,-95.30725532,2,0.0009219047619
471,29.735333500000003,-95.24781151,2,0.0008613888889
472,29.742668,-95.23837262,2,0.0005547222222
473,29.70905486,-95.26840084,2,0.0038799999999999998
474,29.74193663,-95.24340736,2,0.000668125
475,29.69890956,-95.26822875,2,0.0010185
476,29.71451142,-95.53653032,6,0.001111666667
477,29.77676917,-95.39744235,11,0.0032674999999999996
478,29.72205283,-95.27845952,2,0.002145020833
479,29.78461248,-95.34063086,9,0.001332321429
480,29.76245597,-95.39249101,8,0.001065
481,29.61866614,-95.30401435,2,0.0013625
482,29.70964298,-95.52384477,6,0.001065
483,29.80483705,-95.4088334,4,0.0007610833333
484,29.602750699999998,-95.35448765,2,0.001288333333
485,29.71025812,-95.41449285,2,0.0004980357143000001
486,29.71809056,-95.28320173,2,0.0008708333332999999
487,29.719829700000002,-95.53582858,7,0.0009699999999999999
488,29.71576155,-95.27159784,2,0.00107
489,29.793672700000002,-95.33839449999999,8,0.0015365
490,29.69801324,-95.52301805,2,0.0007666666667
491,29.71217216,-95.26194561,5,0.001553333333
492,29.80753542,-95.38592651,2,0.000665
493,29.60434013,-95.35568631,2,0.000884
494,29.81283921,-95.41032547,7,0.00235
495,29.60835456,-95.37123451,2,0.000605
496,29.74783632,-95.25580267,2,0.0007243683631
497,29.80945469,-95.40628412,2,0.00063375
498,29.70386273,-95.52781798,5,0.00038197777780000006
499,29.72145838,-95.40144458,2,0.0009057142857000001
500,29.70021734,-95.41138328,9,0.0005066666667
501,29.71789856,-95.25673313,2,0.0009960416667000001
502,29.73282069,-95.24305897,5,0.001085227273
503,29.61651847,-95.32736028,2,0.0006688888889
504,29.79351273,-95.47858333,5,0.0004378571429
505,29.69644868,-95.53329404,2,0.0004345714286
506,29.76305628,-95.39066241,8,0.0012050000000000001
507,29.80493067,-95.40274561,6,0.0007160000000000001
508,29.61217771,-95.34898493,2,0.0006775
509,29.61028709,-95.37869151,2,0.0007714285713999999
510,29.77483732,-95.37703868,2,0.001145
511,29.60476104,-95.37797253,2,0.0007525
512,29.77334214,-95.39735551,4,0.00115
513,29.69431347,-95.53051828,4,0.0005549999999999999
514,29.73755912,-95.25270073,2,0.00059
515,29.733420000000002,-95.25490466,4,0.0009244909625
516,29.69339866,-95.52872318,8,0.0008119999999999999
517,29.69334317,-95.52698304,6,0.001194307692
518,29.79666443,-95.33363386,2,0.001041
519,29.77445106,-95.37616046,2,0.00113125
520,29.70884348,-95.23832529,2,0.001378611111
521,29.74278129,-95.25774464,2,0.0005738888889
522,29.61224904,-95.36718289,2,0.0006490000000000001
523,29.77513575,-95.39010989,16,0.0016938158910000001
524,29.74262573,-95.25279094,2,0.0005780000000000001
525,29.61645377,-95.31211541,2,0.0008116666667000001
526,29.73540004,-95.23611334,2,0.0006196296296000001
527,29.69822665,-95.53786831,4,0.00082
528,29.81123009,-95.38298539,9,0.001125875
529,29.71052868,-95.40165613,24,0.0015231578950000001
530,29.75226471,-95.26513595,2,0.004168333333
531,29.73372263,-95.25182277,3,0.0009609642857
532,29.6827395,-95.27269917,2,0.000784375
533,29.70087429,-95.2723837,3,0.0009574999999999999
534,29.77287364,-95.39417735,2,0.0009847916667000002
535,29.69577463,-95.53336717,2,0.00044
536,29.81317264,-95.38798752,2,0.0008911111111
537,29.62097229,-95.33726192,2,0.0008566666667000001
538,29.80150061,-95.46820909,3,0.001202777778
539,29.68286275,-95.27453533,4,0.0017055
540,29.60148429,-95.37892581,2,0.0008900000000000001
541,29.802850699999997,-95.47794203,6,0.001057333333
542,29.72443282,-95.53908959,6,0.00105
543,29.77291778,-95.38171246,7,0.00106
544,29.73537513,-95.24145982,2,0.0007056944444
545,29.80837056,-95.39855745,3,0.000766
546,29.79584319,-95.32773932,6,0.001215
547,29.707090700000002,-95.41652062,6,0.0004305952381
548,29.76599834,-95.41412906,2,0.0007440000000000001
549,29.7511945,-95.43044306,2,0.000888125
550,29.76488226,-95.45565606,9,0.00296125
551,29.74051704,-95.26053204,2,0.0007533333332999999
552,29.73906853,-95.2382073,2,0.0005851666667
553,29.71330249,-95.40632857,3,0.001185642857
554,29.60769095,-95.33049896,2,0.0011625
555,29.71360039,-95.52386976,2,0.00107
556,29.80580565,-95.39230713,2,0.0005391666667000001
557,29.71277378,-95.41838105,3,0.00115
558,29.72025416,-95.54993305,5,0.000685
559,29.79936505,-95.3271182,6,0.00107
560,29.71339761,-95.2696608,2,0.001220375
561,29.80399464,-95.4122677,6,0.00150675
562,29.81235176,-95.38694846,2,0.000794
563,29.74084389,-95.26483448,5,0.00428875
564,29.81097393,-95.34724191,2,0.0017329999999999997
565,29.72397416,-95.40260896,2,0.0005833333332999999
566,29.69723502,-95.49944198,2,0.0007070000000000001
567,29.71773788,-95.52128929999999,6,0.0013925
568,29.60771143,-95.33324996,2,0.0010625
569,29.61644249,-95.30545451,2,0.0011
570,29.61056778,-95.34095966,2,0.0006302777777999999
